simulation,total_cost,build_cost,inservice_cost
2698,4394125.30479928,4251224.469564434,142900.8352348464
2699,4760398.564008284,4597389.477389739,163009.0866185459
2700,4105321.577755847,3965824.125706271,139497.45204957662
2701,4697440.450268593,4527146.454633633,170293.9956349597
2702,5241786.103844463,5082382.642927665,159403.46091679705
2703,4418224.921631334,4267445.650891794,150779.27073954022
2704,4193476.7815082096,4043817.039402126,149659.7421060832
2705,5043084.749735783,4865976.241484266,177108.50825151597
2706,4135785.138206776,3999420.732202054,136364.40600472168
2707,3849361.4095035093,3723742.9329171195,125618.47658639032
2708,3955000.701674016,3790406.716390984,164593.98528303127
2709,5273928.627145557,5096799.2274984075,177129.39964714914
2710,3523473.604871139,3390347.413775307,133126.19109583183
2711,5101075.370968656,4932603.700199096,168471.67076955913
2712,4244863.189199145,4090250.3646984203,154612.8245007242
2713,3254362.1678631073,3121451.5521671087,132910.61569599897
2714,4217218.462010071,4065521.3120191796,151697.14999089236
2715,2994158.9073318783,2870136.294162296,124022.61316958239
2716,4584744.930677418,4446323.030410843,138421.90026657464
2717,4310799.070279175,4174498.4268552293,136300.64342394678
2718,3659055.404262193,3507208.9720657975,151846.43219639547
2719,4205903.611928454,4067567.954020206,138335.6579082473
2720,5177508.276997632,5020909.361149884,156598.91584774738
2721,3567140.322798663,3430904.404292224,136235.91850643832
2722,3413961.4454213725,3282116.995421535,131844.4499998375
2723,5092244.951401941,4931482.334285378,160762.61711656227
2724,5564109.684781546,5402561.728524232,161547.9562573142
2725,4052983.5207073046,3893795.7610938707,159187.75961343365
2726,4944376.822706136,4788998.980018951,155377.84268718457
2727,4710441.997889171,4547623.392037821,162818.6058513493
2728,3746178.629538736,3618786.1673528613,127392.46218587436
2729,3880938.5711759254,3735359.7234572973,145578.84771862812
2730,4932727.989317854,4786929.108162378,145798.88115547568
2731,5347784.785715106,5178166.059212555,169618.72650254978
2732,4244864.3877374735,4116096.3437207364,128768.04401673703
2733,3512303.8000210677,3357792.1040973146,154511.69592375332
2734,5175614.001305869,5009139.833777109,166474.1675287616
2735,3464768.449450327,3327754.1362604075,137014.31318992027
2736,3614516.723976251,3478735.3884177576,135781.33555849345
2737,4235258.807745395,4089316.2511196486,145942.55662574666
2738,5264569.725770423,5088459.3981832005,176110.32758722256
2739,4684903.586661166,4529319.559497153,155584.02716401152
2740,4062352.5292835054,3931171.650604366,131180.87867913974
2741,4248854.97809846,4079474.8917798717,169380.08631858788
2742,4160734.531813039,4009476.416969821,151258.1148432176
2743,4417630.966805183,4280340.14561108,137290.82119410348
2744,2652261.7410642505,2539766.2488836218,112495.49218062921
2745,3770733.454250887,3628492.3920510416,142241.0621998449
2746,4570660.103371216,4407737.113850268,162922.98952094791
2747,3404041.1996803083,3281177.5614131945,122863.6382671144
2748,4079059.4721867032,3939543.882785333,139515.58940137018
2749,3802199.8306736853,3677665.9810009617,124533.84967272432
2750,5252771.816358788,5098685.355178113,154086.46118067414
2751,5254247.619715093,5066629.779858909,187617.83985618505
2752,3579629.1881135786,3461308.383109195,118320.80500438329
2753,4085179.8986290107,3937366.4924058593,147813.40622315192
2754,3945761.4561404204,3809096.0686663045,136665.38747411623
2755,3815875.3026036527,3684554.2512751557,131321.05132849765
2756,4117102.137166941,3967410.544008179,149691.59315876284
2757,3539689.3263537064,3410139.8144999607,129549.51185374588
2758,3582588.145420029,3451704.221859657,130883.92356037242
2759,4391243.495266305,4241972.59387534,149270.9013909641
2760,4535555.180876534,4361561.428452764,173993.7524237712
2761,3808549.8663547845,3668137.141544748,140412.7248100363
2762,4856693.628676793,4709279.426701091,147414.2019757024
2763,3903782.4604305327,3769007.845884171,134774.61454636152
2764,4155899.09461127,4011441.6098656375,144457.48474563193
2765,4594465.62575961,4438880.907027676,155584.7187319348
2766,3835791.309112122,3687866.162863799,147925.14624832358
2767,4370658.718899284,4212155.130072879,158503.5888264038
2768,3535633.669959479,3399198.583791662,136435.08616781753
2769,3836424.7823473066,3692038.406452679,144386.37589462707
2770,4092264.054570826,3941147.400292427,151116.65427839884
2771,3648687.2422750196,3514002.2644956307,134684.97777938884
2772,3718512.6081274133,3568509.3905224646,150003.21760494946
2773,3410769.504169984,3279878.6657258403,130890.83844414372
2774,3567586.229095879,3420110.2276742924,147476.0014215861
2775,3709213.4240966532,3575534.9106516433,133678.51344501023
2776,3591668.5912838075,3460703.0178629328,130965.57342087541
2777,3879234.108295484,3724075.274373343,155158.83392214164
2778,3642338.519577767,3523045.962334934,119292.55724283232
2779,4191461.0624340894,4045939.480352257,145521.58208183345
2780,4448773.77234932,4282438.151283531,166335.62106578893
2781,3475495.3367222645,3359741.1215127413,115754.21520952269
2782,3337201.143397728,3193839.816305608,143361.32709211958
2783,3669182.636334339,3533958.6829845677,135223.95334977141
2784,3719996.2511773007,3584980.947800323,135015.30337697794
2785,3795953.420647829,3654258.4137129146,141695.00693491418
2786,3386904.723267589,3259110.9213777557,127793.80188983338
2787,3071941.986737064,2962599.7191832443,109342.26755381914
2788,3685791.301263704,3560506.3304476705,125284.97081603351
2789,4170465.0355250854,4008725.650725079,161739.38480000722
2790,4473310.967777898,4303811.6150215445,169499.35275635263
2791,4090141.402744461,3942757.7468893384,147383.65585512185
2792,3838272.795346245,3692434.9123205864,145837.8830256589
2793,3188429.2386436043,3062830.5450998656,125598.69354373848
2794,4331071.91212639,4164531.393745378,166540.51838101173
2795,3514372.653368951,3374930.061453239,139442.59191571144
2796,4092059.728943697,3948119.955189204,143939.7737544928
2797,2989598.6360948975,2877074.574982544,112524.06111235419
2798,3510906.5732802255,3379747.022001324,131159.5512789015
2799,4435803.322593344,4272715.333089358,163087.9895039866
2800,4550814.6802734835,4386607.599877336,164207.0803961468
2801,5429465.115072621,5261657.066947584,167808.0481250373
2802,4397095.536823377,4256305.674896267,140789.86192711015
2803,3270007.5830796505,3144103.9112198823,125903.67185976786
2804,3669341.2450842704,3528131.685791367,141209.55929290288
2805,3171580.3125631437,3056738.2407573927,114842.07180575062
2806,3960027.7427843297,3817289.384049161,142738.35873516882
2807,3540707.1909677023,3415241.437218105,125465.75374959744
2808,4812138.383901704,4659491.813709981,152646.57019172263
2809,3601166.5410501044,3465483.31374171,135683.2273083946
2810,4164016.5735672144,4012556.9746108386,151459.59895637573
2811,3668415.857674375,3532548.513067034,135867.34460734078
2812,5010017.690420009,4844160.130934499,165857.55948551034
2813,4132027.9614481,3977456.2424324066,154571.71901569312
2814,5479782.811450129,5307314.049236613,172468.76221351643
2815,4323721.985878022,4179826.684787759,143895.30109026382
2816,4368981.137005316,4219671.265060061,149309.87194525538
2817,4250474.129838127,4105519.6197554087,144954.5100827184
2818,4408687.737815248,4258612.979791403,150074.75802384436
2819,2877201.9100755313,2746470.0951157203,130731.81495981108
2820,4291408.647932929,4132823.7398397825,158584.90809314692
2821,4488370.351204911,4346291.804161329,142078.54704358158
2822,4090194.6902909577,3939668.1581618544,150526.5321291037
2823,3438444.057375254,3309877.4556269865,128566.60174826797
2824,3871145.0216228655,3741268.540788556,129876.48083430988
2825,5204855.293383473,5034828.780460261,170026.51292321092
2826,4806385.847961617,4649627.375164815,156758.47279680244
2827,3720668.460040509,3597929.9364460576,122738.52359445106
2828,4749763.690592706,4589337.679858889,160426.01073381575
2829,3678339.3652924364,3539398.6454312713,138940.71986116449
2830,3046607.4616799466,2916517.186149173,130090.27553077436
2831,3342838.757163643,3214348.356273389,128490.40089025402
2832,5125531.337025443,4963601.495437204,161929.84158823895
2833,3836337.4059924628,3687423.4810332586,148913.92495920332
2834,3880303.8757165084,3730407.879493183,149895.99622332584
2835,3826505.561048424,3706024.710543079,120480.85050534511
2836,5182824.9927558545,5020337.746758234,162487.24599761923
2837,4913379.623842866,4746284.076799533,167095.54704333376
2838,5445244.226231815,5265398.329155726,179845.89707608748
2839,3971014.008185516,3832708.7096947855,138305.2984907307
2840,4283036.790165192,4147779.3025273997,135257.48763779335
2841,2951722.7722530877,2838537.8247660543,113184.94748703396
2842,4991843.199753545,4819932.283056395,171910.91669715045
2843,3226331.706379929,3091607.0347275636,134724.6716523657
2844,4248337.513478114,4078586.6348898048,169750.8785883095
2845,3420988.6539164693,3289438.9565586485,131549.69735782093
2846,3922027.202407375,3767074.643594818,154952.55881255743
2847,3544556.7370248744,3415708.141143179,128848.59588169507
2848,3462516.2277117786,3344623.067841718,117893.15987006067
2849,3382278.6071682638,3262507.400489576,119771.20667868707
2850,3895077.533977718,3744384.1147851315,150693.4191925855
2851,4768011.886119317,4591509.995675506,176501.890443812
2852,3255500.8137032166,3139380.455075316,116120.35862790029
2853,3950730.548806781,3808842.575510625,141887.97329615586
2854,4716040.103406625,4558685.874111485,157354.22929514106
2855,3428995.8130453266,3311669.4618718126,117326.35117351392
2856,3711834.8159334846,3561744.378558998,150090.43737448708
2857,3846893.8183251135,3697091.750400921,149802.06792419314
2858,4775592.864791173,4617967.0698532015,157625.7949379714
2859,3799037.8908859105,3668696.049166458,130341.84171945247
2860,3994810.3722458575,3844771.099807494,150039.2724383638
2861,4248849.571924132,4105068.6821763027,143780.88974782987
2862,3384757.9356819727,3254591.8531778455,130166.08250412738
2863,4242495.000574221,4109962.9564846917,132532.04408952914
2864,4056954.068628857,3921524.1831775294,135429.88545132687
2865,3783524.9523258675,3644222.27247981,139302.67984605773
2866,3473156.5452313283,3324442.4080207758,148714.1372105528
2867,3498129.046648033,3373542.7065679315,124586.34008010103
2868,4386566.767680244,4235263.379722063,151303.38795818036
2869,4659382.76078864,4512060.3288581325,147322.43193050826
2870,3450788.0343295746,3314283.739720348,136504.29460922757
2871,4348180.528416448,4189559.391607603,158621.13680884513
2872,2835613.241036785,2717981.5196201056,117631.72141667893
2873,3838314.728625181,3710924.615801931,127390.11282325022
2874,3908394.5969641805,3778039.311905127,130355.28505905395
2875,3433605.589098011,3313430.872089341,120174.71700867021
2876,3222793.31991453,3115189.4996741205,107603.82024040991
2877,3696631.9862963445,3555031.460369631,141600.5259267135
2878,4176186.0365434377,4030563.151668284,145622.88487515354
2879,3789142.6587743163,3643416.5599420867,145726.09883222997
2880,2875152.199706074,2752470.2454348346,122681.95427123926
2881,2816039.644850013,2712214.4442818533,103825.20056815956
2882,3348154.565863533,3211593.664738222,136560.90112531025
2883,4253895.219489625,4106006.4600278637,147888.75946176084
2884,2970637.9020312894,2855174.315063912,115463.58696737718
2885,3752292.9942145515,3614261.386539755,138031.60767479616
2886,3959361.979815857,3818336.7006737986,141025.2791420584
2887,4892159.947951193,4732147.4873288,160012.46062239268
2888,3685290.366197276,3553104.0712866653,132186.29491061062
2889,4362550.445581178,4225275.2529717265,137275.19260945247
2890,4304379.888584032,4147391.5439766767,156988.34460735536
2891,2818866.5489167715,2703274.769996132,115591.77892063974
2892,4260868.166600291,4116053.4084532754,144814.7581470154
2893,4231901.483272328,4094593.507259633,137307.97601269447
2894,4652117.467519838,4503162.970401975,148954.4971178624
2895,5554026.105582267,5371614.626975298,182411.47860697002
2896,3087189.06039818,2971930.9196425327,115258.14075564724
2897,5085983.586883263,4914373.189974685,171610.39690857724
2898,3665802.75778913,3540221.991384991,125580.76640413869
2899,4286379.935376495,4124769.3044490386,161610.63092745596
2900,3730833.8832873423,3601336.3866703617,129497.49661698058
2901,3709926.2690567262,3573491.547905045,136434.7211516805
2902,3588574.5626353105,3434116.499688794,154458.06294651626
2903,4340062.55034206,4199174.794439149,140887.7559029097
2904,3339406.878796226,3213261.775889697,126145.10290652925
2905,4320493.508008364,4180424.977273214,140068.53073514986
2906,3715646.8973507597,3578920.185895537,136726.71145522306
2907,3202224.848797577,3081786.1660002517,120438.68279732477
2908,3962269.0400072667,3807533.027592196,154736.0124150706
2909,4942963.926303562,4786092.361531944,156871.56477161968
2910,3804043.3812375166,3672668.6901635155,131374.69107400178
2911,4114447.158139419,3971525.2096577887,142921.9484816307
2912,3810613.5067420015,3656225.311923933,154388.1948180686
2913,4396044.380490651,4231486.202607765,164558.17788288608
2914,4577955.380133154,4424562.876262497,153392.5038706555
2915,5134690.4558538925,4957125.363289606,177565.0925642857
2916,3864582.84921226,3721781.7780246683,142801.0711875905
2917,4537171.870190992,4391991.358517285,145180.51167370693
2918,3810220.7287523467,3674680.882912368,135539.84583997887
2919,5012260.849525543,4851875.969228693,160384.88029684938
2920,3430961.2422711663,3307326.3818495423,123634.86042162424
2921,4786438.84823224,4623552.992379913,162885.85585232818
2922,3694227.9308487102,3562470.0220135143,131757.90883519582
2923,3571444.564320798,3447287.869205572,124156.69511522622
2924,4115699.8026130833,3964586.110342521,151113.692270562
2925,4282579.558137186,4129766.012067282,152813.5460699033
2926,4164391.0816736594,4001479.9477054416,162911.13396821744
2927,4031506.2844350627,3888433.928906274,143072.35552878855
2928,4731577.93221348,4575657.364040758,155920.568172722
2929,4454914.091728257,4307185.244728177,147728.84700008127
2930,4636540.485424985,4492801.421195323,143739.06422966142
2931,3694299.7739828997,3567158.210358835,127141.563624065
2932,3769499.715949638,3627043.4623257625,142456.2536238748
2933,4633022.0680851685,4478316.092999386,154705.97508578323
2934,4491679.1018404495,4332133.09215631,159546.00968413957
2935,5044620.959451199,4900759.75255745,143861.2068937502
2936,3762966.572225143,3613326.020545977,149640.55167916554
2937,3939452.252464962,3798464.0978741436,140988.1545908186
2938,3019103.2465221616,2910514.252326701,108588.99419546076
2939,4057496.998034004,3911963.9708987395,145533.02713526454
2940,4693241.177189561,4543294.427606008,149946.74958355253
2941,3889391.9385159053,3756986.552312518,132405.38620338723
2942,4445309.716673072,4301552.833126346,143756.88354672742
2943,3936059.897306785,3778858.8039271845,157201.0933796006
2944,4078096.2847437253,3938777.532579653,139318.7521640727
2945,3453664.529905573,3325131.5429971605,128532.98690841295
2946,4038882.7438692544,3879623.3905742606,159259.35329499308
2947,2699884.712136917,2587749.2567738374,112135.4553630794
2948,4071457.2958436077,3916238.321670796,155218.97417281254
2949,3142295.368170922,3012800.377732504,129494.99043841819
2950,5153134.64794895,4983965.040780246,169169.6071687044
2951,4493074.854789156,4342105.100354411,150969.7544347449
2952,4547008.15580699,4373785.436589124,173222.71921786654
2953,4947581.909990402,4799083.430549124,148498.47944127658
2954,3494504.897550539,3361284.5837450475,133220.31380549172
2955,5150290.302130688,4990519.7606552625,159770.541475428
2956,4813223.380495862,4659497.060029876,153726.3204659844
2957,3844494.1817549905,3700265.960185355,144228.22156963532
2958,4780508.2257327195,4617661.950568653,162846.2751640677
2959,3408444.4961572485,3289968.440431295,118476.05572595273
2960,3510507.6226384183,3372135.767026331,138371.8556120872
2961,3751122.800929076,3601591.384167352,149531.41676172352
2962,3505717.8418182377,3380646.0210979073,125071.8207203307
2963,3319816.3378455965,3185207.505276432,134608.83256916484
2964,4746591.611491173,4603131.50951019,143460.10198098293
2965,3941237.898884128,3805949.8152631256,135288.0836210022
2966,4309133.574876275,4154407.306680055,154726.2681962199
2967,3417575.825333791,3290222.6942142523,127353.13111953864
2968,3012244.597617099,2893356.2723272243,118888.3252898746
2969,4121609.4495513304,3971910.8118156423,149698.6377356888
2970,2718423.533277631,2601929.3629147587,116494.17036287217
2971,4009951.5808718856,3860631.356952154,149320.22391973186
2972,3228891.397940212,3109222.1023152447,119669.29562496801
2973,5493871.306035178,5320762.347763428,173108.95827174882
2974,5020078.246073106,4840528.83795519,179549.4081179163
2975,4245907.056056441,4082654.908691397,163252.14736504355
2976,5105104.35156025,4945279.397757271,159824.95380297836
2977,3250784.5325374883,3128193.0096315145,122591.52290597375
2978,4653444.340788359,4497470.953062199,155973.3877261601
2979,4236121.922305934,4100829.9503334584,135291.97197247605
2980,4006847.421580714,3867252.34967996,139595.07190075456
2981,4974645.711187927,4817213.359297342,157432.35189058504
2982,4498238.230536571,4359340.4089590125,138897.8215775574
2983,4509851.342471858,4346677.607583456,163173.73488840112
2984,3105894.883217393,2980864.2823666865,125030.6008507064
2985,3213444.1847506906,3096732.7332363115,116711.45151437938
2986,3769839.166779876,3642606.2774657034,127232.88931417343
2987,4050603.7552801184,3924865.730093183,125738.02518693592
2988,3096795.9878595015,2969969.853690216,126826.1341692855
2989,5122633.728242137,4952953.418540824,169680.30970131172
2990,5161015.863066952,5009447.038655969,151568.82441098138
2991,4405487.984161448,4262239.821048618,143248.16311282938
2992,4150757.458261315,4000893.085013646,149864.37324766908
2993,3527142.2785362266,3410305.015915436,116837.26262079056
2994,3358187.3137859562,3209433.2605881924,148754.0531977642
2995,3887141.042767442,3758092.2703241035,129048.77244333788
2996,4227180.305301544,4084641.94739264,142538.35790890415
2997,3141263.1264797086,3015495.6184620247,125767.50801768363
2998,4476367.124795273,4317790.538205156,158576.586590117
2999,3683804.795347072,3553689.1130498936,130115.68229717921
3000,2907406.2759058904,2785804.154831987,121602.12107390298
3001,3600327.858057349,3469055.3923476515,131272.46570969772
3002,3538554.7975485707,3418077.286243944,120477.51130462691
3003,5139190.540879387,4974194.400616878,164996.14026251007
3004,4276407.484703258,4128890.854883495,147516.62981976272
3005,3056545.4812267264,2941188.8986681104,115356.58255861583
3006,4300335.164534163,4151277.6936763525,149057.47085780912
3007,3162630.496261796,3038418.773570996,124211.72269079965
3008,4876235.957558521,4719192.692673968,157043.26488455237
3009,3610852.9796866924,3475037.2832775214,135815.69640917107
3010,3992344.682210102,3834890.6405916037,157454.04161849845
3011,5051671.5535641,4905066.100770721,146605.45279337774
3012,2990488.9365786756,2879358.1240870333,111130.81249164291
3013,3606787.8133013686,3461918.844907625,144868.96839374333
3014,3586979.336673013,3458011.068392631,128968.26828038204
3015,4595022.48723116,4449823.201993505,145199.28523765499
3016,3100778.727017398,2989846.2703940724,110932.45662332556
3017,2602680.104298722,2488159.3510722686,114520.75322645363
3018,3902489.187774303,3772383.009715249,130106.17805905374
3019,4622472.583176998,4475303.487574018,147169.09560298087
3020,5020089.078756307,4852323.185474087,167765.8932822206
3021,3557346.965266974,3416397.750005783,140949.2152611914
3022,3862142.410231564,3714798.2278700545,147344.18236151006
3023,5191819.594289029,5022705.717313869,169113.87697515977
3024,3189065.7101060115,3070366.9184462307,118698.79165978024
3025,3657717.425742456,3521681.905611709,136035.52013074633
3026,4379303.956738833,4227450.0464882115,151853.9102506222
3027,4569998.3203554265,4425630.704355616,144367.6159998112
3028,3625041.460432135,3492869.1945199086,132172.26591222617
3029,3884087.462849194,3741265.8086073105,142821.65424188392
3030,2924596.316659838,2788331.895569993,136264.4210898444
3031,3740281.7581226807,3600101.945193346,140179.81292933368
3032,4311414.75850582,4173146.755393787,138268.00311203316
3033,3405912.1339877807,3260172.529504277,145739.60448350373
3034,4372779.564297245,4218057.9624767285,154721.60182051582
3035,4293401.962823812,4129058.9130869335,164343.0497368776
3036,4009086.6080787145,3858339.5563123026,150747.05176641245
3037,4301589.548994612,4153267.310816829,148322.23817778233
3038,3281149.2891510027,3140637.8195252037,140511.46962579837
3039,4094135.789635533,3949744.1162680252,144391.67336750808
3040,4306714.950263019,4165739.5183711485,140975.43189187016
3041,4032778.4723775117,3890684.5622023805,142093.91017513096
3042,3900489.1344783325,3742251.299515787,158237.83496254496
3043,3964529.4828312267,3830109.2762441584,134420.20658706798
3044,4244973.701139459,4097425.7544289324,147547.94671052674
3045,2860599.0252518808,2727398.3966085026,133200.6286433781
3046,5102157.168361306,4930683.068438572,171474.0999227332
3047,3755482.595963831,3622132.316204674,133350.2797591572
3048,4402104.34568733,4254366.834110619,147737.5115767106
3049,4710484.087777991,4551366.173424104,159117.91435388656
3050,3113341.3551254286,2973671.7343272935,139669.6207981344
3051,3821472.4499625787,3674569.385696236,146903.06426634226
3052,3881617.56535753,3740110.046794564,141507.51856296632
3053,3716125.0407805396,3555576.36034157,160548.6804389693
3054,5139232.259045005,4984168.728399684,155063.5306453221
3055,3350669.4465366798,3211992.9524812303,138676.49405544953
3056,3769251.7295943564,3634598.6037265854,134653.1258677714
3057,4220533.925952778,4086878.997431302,133654.92852147686
3058,3342654.5384308123,3221739.2667688755,120915.27166193648
3059,3728488.8087789644,3595019.255385753,133469.5533932126
3060,4291696.436718309,4134169.7536913734,157526.6830269362
3061,4246515.136777418,4079791.909332687,166723.22744473183
3062,4167856.249473544,4025390.6355086663,142465.61396487788
3063,4044541.859791678,3900728.0393064013,143813.82048527733
3064,3049585.8307006517,2914104.886007472,135480.9446931802
3065,4260159.34546064,4096376.1122347605,163783.23322587978
3066,5380232.093489502,5212473.476627502,167758.61686199805
3067,4125025.6215831265,3971935.7896231418,153089.83195998456
3068,4039895.8241153825,3910131.815070836,129764.0090445465
3069,4375616.276247319,4230007.012522218,145609.26372510093
3070,3472637.8707120805,3343595.4555240693,129042.41518801122
3071,5185536.730464054,5020108.556821807,165428.17364224762
3072,4032549.3399824556,3883706.144504961,148843.19547749404
3073,5013441.258903645,4839105.878136012,174335.38076763327
3074,3589041.935050829,3459961.6846309225,129080.25041990617
3075,5441573.572935222,5271393.2088210145,170180.36411420783
3076,4466301.396887347,4303650.153482479,162651.2434048682
3077,4539316.063457679,4364801.342317222,174514.72114045787
3078,4552628.267121344,4400075.20254418,152553.06457716366
3079,3805558.731232636,3664266.5682350225,141292.16299761392
3080,5027225.586072134,4858184.068902179,169041.5171699553
3081,4318899.333466787,4166982.3428207473,151916.99064603949
3082,2787878.0776261594,2669134.8814460463,118743.19618011362
3083,3229869.9177401504,3116296.720171047,113573.19756910366
3084,3805689.872244508,3664700.830185974,140989.04205853448
3085,3953385.293089325,3821889.9237059494,131495.36938337507
3086,4300851.336522562,4146029.551252392,154821.78527016967
3087,4728635.666559087,4577947.500592611,150688.16596647585
3088,2783706.0097236037,2672080.2793883584,111625.73033524535
3089,4230253.366481647,4066529.8658239567,163723.5006576908
3090,3053101.5002006446,2939126.7286350573,113974.77156558778
3091,4565558.3917342555,4409274.552532542,156283.83920171624
3092,3873835.830739481,3730873.7912301915,142962.03950928958
3093,4234645.896628226,4096077.9978641146,138567.89876411128
3094,3719843.1922663767,3577262.1503967885,142581.0418695888
3095,4936850.134072086,4776627.723758886,160222.41031320015
3096,4859944.08229665,4686412.587731513,173531.4945651354
3097,4513556.975598841,4369225.409490974,144331.56610786822
3098,3895175.856766985,3752691.157471214,142484.6992957701
3099,4637487.553061498,4489701.678931279,147785.8741302197
3100,3516731.311713294,3373890.524853726,142840.7868595683
3101,4369479.835289005,4227077.886686078,142401.94860292648
3102,5022440.154657219,4855090.965284799,167349.18937241944
3103,4597442.356854407,4447919.967076586,149522.38977782195
3104,3574976.2043321067,3436035.473508124,138940.73082398315
3105,3921370.113952088,3790859.1442171414,130510.96973494589
3106,3127794.132859744,3013845.804530728,113948.32832901663
3107,4593921.240782779,4431577.749122319,162343.4916604608
3108,4098412.459694734,3950941.212360012,147471.2473347213
3109,2856565.033731419,2727837.1269422965,128727.90678912244
3110,3494960.051703334,3361290.6533752657,133669.39832806762
3111,3720474.610687836,3569885.84796399,150588.76272384543
3112,3847834.901614042,3693703.8614427,154131.0401713415
3113,3402672.739772361,3270983.198735471,131689.54103688913
3114,4694790.592047792,4528484.88222188,166305.70982591208
3115,4163286.766965083,4029991.4115988114,133295.35536627183
3116,4008719.91797571,3843839.946934808,164879.9710409016
3117,3470816.5598318325,3340605.3684901157,130211.19134171602
3118,4750670.2260410795,4612039.089053712,138631.13698736663
3119,5321884.351332949,5141450.974478489,180433.37685446013
3120,3560127.2685306147,3429705.042155578,130422.22637503731
3121,3697525.1614310723,3567799.4306306876,129725.73080038438
3122,4181683.0311103053,4045187.406671539,136495.62443876645
3123,3651177.507471593,3521527.404496977,129650.10297461644
3124,3910009.6930636857,3763600.25912443,146409.43393925624
3125,4462578.186065781,4330794.013388244,131784.17267753565
3126,3104499.9548726417,2967185.6969285905,137314.25794405118
3127,4910798.1645097975,4751409.712619432,159388.45189036382
3128,3987264.947027438,3859778.690405004,127486.25662243406
3129,3897891.2595782327,3756845.594830935,141045.66474729677
3130,3932988.6973047666,3788898.1714857696,144090.52581899724
3131,4204946.564633749,4049332.7006445844,155613.86398916502
3132,2978636.8311638944,2857118.1485931627,121518.68257073153
3133,5120369.231039378,4971485.904443628,148883.32659574892
3134,4128115.3582089534,3995604.101460404,132511.25674854912
3135,4452038.200584028,4300459.930153341,151578.27043068619
3136,4769810.075072056,4611310.975604663,158499.09946739418
3137,3355502.7380231614,3240394.557157665,115108.18086549602
3138,4570569.033166369,4411172.804391197,159396.22877517372
3139,3587251.6883517792,3457848.774057293,129402.91429448625
3140,4739477.724402399,4580421.751344864,159055.97305753437
3141,3259203.132584396,3127420.0691247815,131783.0634596143
3142,3836698.7346880795,3697679.922264709,139018.81242337046
3143,3527615.9269409385,3395180.0660684607,132435.86087247805
3144,4451343.149164485,4315251.813306628,136091.33585785847
3145,4227444.516719355,4074408.365333646,153036.15138570912
3146,3501109.399897991,3371684.071073068,129425.328824923
3147,3648859.68811563,3509028.3372665555,139831.35084907484
3148,3799808.921302055,3658151.1594068212,141657.76189523356
3149,3541467.0822828487,3409137.156010521,132329.92627232746
3150,4558080.826414099,4398536.978141752,159543.84827234622
3151,3821263.9931946727,3679315.600343998,141948.39285067545
3152,2677035.086097483,2567626.0614590137,109409.02463846891
3153,4115558.299373629,3962248.486967983,153309.81240564605
3154,3399081.044824346,3286679.6842620787,112401.36056226672
3155,3104638.8709258577,2961082.8396215253,143556.03130433278
3156,3054750.50060393,2937578.2938809106,117172.20672301966
3157,4372269.502110375,4208125.57698456,164143.92512581492
3158,4696057.591701461,4545020.427128197,151037.1645732643
3159,4262721.101248763,4109182.938229552,153538.16301921124
3160,3478923.468610701,3346454.79603978,132468.6725709212
3161,4370005.045021474,4216785.216934924,153219.8280865509
3162,3670239.916316158,3532571.4576827786,137668.45863337987
3163,3624468.763037797,3479710.1020739386,144758.6609638581
3164,3238547.772207688,3108992.7534811697,129555.01872651803
3165,2980258.6621723296,2863532.894983412,116725.7671889176
3166,3935313.4477143316,3791247.6593468464,144065.788367485
3167,3913238.453374149,3780213.5532500925,133024.90012405624
3168,3791069.1785075045,3654504.0948597044,136565.0836478003
3169,3735434.423003335,3584232.378461479,151202.04454185558
3170,3377672.4190552616,3242460.303208533,135212.115846728
3171,4512430.915195273,4355120.635568436,157310.2796268373
3172,3082541.709811054,2958259.0184362005,124282.69137485424
3173,4598099.132916642,4450239.824024823,147859.30889182008
3174,3574671.0057963636,3441233.00491477,133438.00088159344
3175,3806042.010460053,3665744.132419969,140297.8780400849
3176,2962165.033242016,2837449.3134192806,124715.71982273573
3177,3800090.6554129412,3651469.969159315,148620.68625362654
3178,4783852.767992351,4622504.908645583,161347.8593467682
3179,4602468.592284747,4449424.033213743,153044.55907100483
3180,4601012.894245025,4438715.392339103,162297.5019059214
3181,4458836.705354927,4318605.219090229,140231.48626469888
3182,3161184.200552831,3032342.1982901283,128842.00226270306
3183,3960782.49325859,3831376.6276949607,129405.86556362889
3184,3453281.654753265,3326311.0555553925,126970.59919787258
3185,5310874.208768173,5140114.051616501,170760.15715167066
3186,3157560.334870071,3036547.6388730416,121012.69599702932
3187,4718582.418242531,4547894.645853784,170687.77238874545
3188,4690371.713966163,4524962.460308668,165409.25365749619
3189,5011394.601496227,4838594.307968536,172800.29352769017
3190,3472870.31887853,3340786.2041570866,132084.11472144315
3191,4514742.966517851,4357553.269374464,157189.69714338757
3192,5498482.6187555455,5327750.488453713,170732.1303018329
3193,3546246.045327369,3434575.974514618,111670.07081275113
3194,2889818.9600833766,2770621.068276385,119197.8918069916
3195,2944557.654979729,2832009.951785918,112547.70319381062
3196,4512837.463355665,4339620.313198819,173217.15015684778
3197,3049264.319572716,2920663.697269994,128600.62230272169
3198,4013173.527266777,3872986.847191205,140186.68007557167
3199,4420761.51467271,4263658.231975001,157103.28269770817
3200,4355656.659558104,4210245.046893947,145411.61266415843
3201,4412328.9282653965,4244896.494278138,167432.43398725847
